Tweet,Rating
"Die #Luftfahrt muss ihre Emissionen verringern, um ihren Anteil am Klimawandel zu reduzieren. Mehrere Unternehmen arbeiten schon an zukunftsfähigen Antriebsformen und daran, sie zu etablieren, berichtet Oliver Schmale. https://t.co/eTFt0yQY12",1.0
"Die #Luftfahrt muss ihre Emissionen verringern, um ihren Anteil am Klimawandel zu reduzieren. Mehrere Unternehmen arbeiten schon an zukunftsfähigen Antriebsformen und daran, sie zu etablieren, berichtet Oliver Schmale. https://t.co/HgwrYKKJZs",1.0
"@elhotzo That's America
Wenn 5 Diabetiker den Klimawandel feiern",1.0
"@Markus_Soeder @TU_Muenchen Man darf bei alledem nie aus den Augen verlieren, dass die Union ihre Klimapolitik sehr lang von bekannten Klimawandel-»Skeptikern« hat machen lassen, und von diversen Leuten, die sich mutmaßlich haben schmieren lasse
https://t.co/dXoDlMwytD",1.0
Die Locals United von der @BUNDjugend haben eine Broschüre über den Zusammenhang von Kolonialismus und der Klimakrise geschrieben - kostenlos online ab heute bestellbar! Freue mich sehr aufs lesen https://t.co/OgDdJR1eea,1.0
@jiska___ Scheiß Klimawandel!,1.0
"@blacky3976 @spdde Hallo @blacky3976, das Besondere an demokrat. Instrumenten wie dem @BuergerratKlima ist die repräsentative Zusammensetzung. Die Teilnehmenden werden von Expert:innen zu #Klimakrise &amp; #Klimaschutz informiert &amp; erarbeiten gemeinsam fundierte Empfehlungen ▶️ https://t.co/0MT26WfzmB",1.0
"@karlaschnik @BorisNMoellers Es ist einfach nur ein Anlass, das raus zu lassen, was in denen steckt. Ich möchte nicht  wissen, was passiert, wenn der Klimawandel Wasser und Nahrungsmittel verknappt und die nächsten Pandemien ausbrechen. Alles nur noch eine Frage der Zeit",1.0
"@jankortemdb Hoffe das ist nicht nur Wahlkampf,Kritik an #Laschet &amp; #Laschetverhindern muss e Herzensangelegenheit sein
▶️Er ist zu einfach gestrickt,versteht zu wenig &amp; will im Prinzip ein 'weiter so' nahtlos anknüpfend a Regierung #Merkel
Das geht in d #Klimakrise nicht #irgendwelcheKurven https://t.co/qFJL4ZA9wO",1.0
Klimawandel. Einfach mit Champagner löschen oder in Weltraum fliegen. 🤦‍♂️ https://t.co/UhASS8ueqq,1.0
"Nicht falsch verstehen:

Auch Tropfen auf den heißen Stein kühlen.

Aber wenn man sich, wie gefühlt 90% der Leute in Österreich, mit Bienenfreundlichen Büschen, Plastikfrei und Glasflaschen irrational das Gewissen beruhigt, dann ist das im Endeffekt Kontraproduktiv. 
#klimawandel",1.0
"@joergscheller1 ""Ich 'glaube nicht' an..."" Klimawandel / Kanzerogenität von Rauchen / Wirksamkeit von Impfen... das ist keine sinnvolle Option.",1.0
"@Whirrun_v_B @realPaulSchott @welt Klimahysterie? Ihr Framing verrät Sie! Wer am Klimawandel zweifelt, dem ist nicht mehr zu helfen. 

Schulwissen reicht aus um die Basics des Klimawandels verstehen zu können. Bei Ihnen scheitert es daher entweder am Wissen, am Verstehen oder am Wollen.",1.0
"""#Laschet's Herumgeeiere spiegelt also vor allem die Tatsache, dass seine eigene Partei seit langer Zeit federführend bei der Verdrängung des größten Menschheitsproblems ist.""
#LaschetVerhindern #Klimawandel 
https://t.co/eXS2wcmMPw",1.0
"@Schwaebli1 Aber nur wenn die Durchhalte Parolen und Horror Szenarien sitzen, Klimawandel, die Gefahr von Rechts und man muss glaube ich Beziehungen zur Antifa haben. 1Grades natürlich!",0.0
"Wir werden uns in 20 Jahren so richtig dafür feiern, dass uns ein Lebenslauf und ein Buch ohne Quellenangaben wichtiger waren als effektive Politik gegen die #Klimakrise als noch Zeit dafür war.",1.0
"Wenn jemand noch einmal sagt, dass es den Klimawandel nicht gibt... Dicker 53°C im death valley.. Ja moin #Klimawandel",1.0
"@polenz_r @watch_union Alles selbst zu verantworten (wir Menschen), wobei die letzten beiden Krisen als Folge der Klimakrise interpretiert werden können.",1.0
"Sanieren statt Asphaltieren!
Trotz Hitzewelle scheint für manche die Klimakrise nicht zu existieren.
Verkehrsberuhigung? Ausbau von Gehsteigen, Radwegen? Bäume?
Nein, überall nur Asphalt!
Wann wird die @SP_Wien  einsehen, dass Wien  so ihre Klimaziele nicht erreichen kann? 💜✊🏼 https://t.co/tXGc2YDvu8",1.0
"@spdbt @OlafScholz Diese Beschlüsse haben genau so eine Durchschlagskraft wie die zum Klimawandel. Wie fordern anstelle von marktwirtschaftlichen, planwirtschaftliche Maßnahmen.",1.0
"Ne, das hat nichts mit der #LaschetWelle zu tun, sondern mit der #Klimakrise , aber das hat der #Laschet auch nicht verstanden, was will der jetzt nochmal werden? 🤔
#LaschetVerhindern #LaschetLuegt
#cdunwaehlbar
https://t.co/8x74lrWZLw",1.0
"@SeriousSlowpoke Es ist halt beides ne.
Zum einen sind wir die erste Gen, die legit was gegen Rassismus, Homophobie und den fucking Klimawandel machen, zum anderen sind wir diese Depression verherrlichen, ich trau mich niemanden anzurufen, ich hab 25 Pronomen erfunden - Gen.",1.0
"Ein guter Hinweis, die Wahlprogramme zu lesen und wählen zu gehen. Und vielleicht auch der Aufruf, so langsam mal über inhaltliche Themen beim Wahlkampf zu sprechen. #klimakrise #demokratie #zivilgesellschaft https://t.co/4jmgdTvLnF",1.0
"@_FriedrichMerz Na, wird ja nichts anderes möglich sein, für Maßnahmen ist zu spät. Da kann sich Laschet natürlich ganz bequem weiter schwadronieren, für den Einbau von Luftfiltern ist es inzwischen doch schon zu spät.🤷🏻‍♀️ Yay, wenn wir das dann in 10 Jahren auch über den Klimawandel sagen müssen.",1.0
"«#Klimaerwärmung ist irreversibel»

Der Klimawandel führt zu #Hitze, #Starkregen, #Bränden, #Erdrutschen, #Überschwemmungen und in der Folge zu Ernteausfällen. Daran müsse sich die Menschheit gewöhnen, sagte die ETH-Klimaforscherin Sonia Seneviratne.
https://t.co/lFW5WlsXDq",1.0
"@NameNr123 @ZDFheute Das ist Theorie. Der Klimawandel nicht, aber die behauptete Kausalität zwischen aktueller Hitzeglocke in Nordwestamerika und dem Klimawandel.",1.0
"@Lauraundjean @dan_susa Erfolg gegen Klimakatastrophe kann man dann auch knicken, wenn zu jeder Zeit ein Großteil der Weltbevölkerung krank ist oder von Krankheit unmittelbar bedroht.

Wer akut um Luft ringt, Fieber / Todesangst hat, dem sind *globaler* CO2 Gehalt/Erderwärmung/ferne Zukunft eher egal.",1.0
"#EckhartVonHirschhausen will kein Unterhalter mehr sein. Dafür ist das Thema der #Klimakrise zu ernst, über das er eindringlich schreibt und spricht. 
Die #KlimakriseISTjetzt und gefährdet unsere #Gesundheit, sagt er als Arzt. https://t.co/6vb7fTpljh",1.0
"@diwitweets @johnny_raccoon @FreiherrSeymore @DIEZEIT hat noch nicht verstanden, was Klimawandel ist 🤦🏻‍♀️",1.0
@polenz_r @JGemassmer @Goettergatte42 @FridayForFuture @parents4future @micha_bloss @HolzheuStefan @sixtus @M_Hundhausen @Luisamneubauer @VQuaschning Wir können den Klimawandel nicht nur mit #whataboutism bekämpfen.,1.0
"Klimawandel wird mir zu negativ dargestellt, ich finde wir sollten als Spezies auch mal stolz sein aus unserem Planeten auch noch ein paar Hitzerekorde rauszukitzeln https://t.co/9unM82aX2u",1.0
"Der Ozean ist unser größter Verbündeter im Kampf gegen die Klimakrise, aber die Überfischung schädigt seine Fähigkeit, uns zu schützen. Bitte unterschreib diese Petition #SaveTheOcean #SaveTheClimate.
 https://t.co/RqxKN9t8jM",1.0
@Co80596434 @maybritillner @hendrikstreeck Da baut einer auf den Klimawandel !,1.0
"@Trebond09 Die Frage ist aber auch wie viel Interessenpolitik für Reiche kann sich eine Demokratie leisten bevor sie aufhört Demokratie zu sein? (Nicht nur im Bezug auf Steuern auch im Bezug auf Chancengleichheit, Klimawandel, nicht auf die gelbe Partei beschränkt)",1.0
"Und schon die nächste extreme Hitzewelle in den USA und Kanada: #Klimakrise ist jetzt!
https://t.co/tsr8YENwHp",1.0
"@BettyPoschmann @FrankGors Dinge wie so eine Pandemie oder einen Klimawandel oder einen Polsprung oder das Sterben der Sonne vorherzusehen ist natürlich retrospektiv immer ein gefundenes Fressen für Verschwörungstheoretiker, wenn nicht auf die Warnungen reagiert wurde.",1.0
"@dan_bergo @welt Ah.. und weil wir in Mitteleuropa nach 3 Dürrejahren mal wieder einen ansatzweise feuchten und angenehmen Sommer haben, gibts keinen Klimawandel? Macht Sinn...

...wenn man dumm ist und nicht verstanden hat, dass Wetter != Klima ist.",1.0
"@watson_news Fakt ist, wer beim Klimawandel von Fakten spricht, hat nichts begriffen und ist für gewisse Gruppen ein nützlicher Idiot.",1.0
"@HobbySpotter @LGLN_Official @BezRegKoeln Ziel ist es, die neuen Koordinaten auf den mm genau zu bestimmen. Die Ergebnisse werden für Vermessungsaufgaben &amp; weitere interdisziplinäre Anwendungen genutzt, z. B. autonomes Fahren, Klimawandel, Hochwasserschutz, Geodynamik &amp; O'flächendeformationen durch menschliche Eingriffe.",1.0
"Interview mit @Antje_Kapek @gruene_berlin: Frage bei #btw21: Setzen auf ein „Weiter so“, oder zentrale Fragen wie #Pflegepolitik, #Klimakrise, #Wohnungspolitik anpacken? Natürlich keine Kürzungen bei Maßnahmen im Bereich #Stadtnatur #Klimaschutz, #Verkehr
https://t.co/iFaRmcklNt",1.0
"@ViceyMcVice Und er fügt sich damit ein in eine Reihe von eindeutig tendenziöser Kommentierung der Debatte durch den ÖRR in den letzten Wochen.
Ein ÖRR, dem man auch in der Flüchtlingskrise, der Klimakrise und der Coronakrise mit Leichtigkeit tendenziöse Berichterstattung nachweisen kann.",1.0
"@polenz_r Wenn wir schon bei Fantasiepläne sind, sollten wir am besten gleich den Atommüll mit weg zaubern! ☺️🥳🥳🥳🤔 
Es ist nicht so, dass das keiner MÖCHTE. Es ist nur so, dass das im Moment keiner in ausreichender Weise KANN und der Klimawandel langsam aber sicher fortschreitet.",1.0
"@fraumerkek @TentinQuarant10 @derspiegel Ohne Essen keine Wirtschaft. So wird ein Schuh draus. Der Klimawandel zerstört Ernten, lässt Landstriche unbewohnbar zurück, Kraftwerke versagen, weil die Flüsse austrocknen,…",1.0
"@welt Und wie kann es 1913 heißer gewesen sein als Heute?
Damals gab es doch noch keinen ""Menschengemachten"" Klimawandel und soviel weniger CO2. Mal nachdenken....",1.0
"Text in Bild: ""Man darf bei alledem nie aus den Augen verlieren, dass die Union ihre Klimapolitik sehr lang von bekannten Klimawandel-»Skeptikern« hat machen lassen, und von diversen Leuten, die sich mutmaßlich haben schmieren lassen. In ihrem Wirtschaftsministerium sitzen &gt;&gt; https://t.co/S20fZrm2Au",1.0
"@Parabellbum @notfunnydont Es sterben auch Menschen an Krankheiten, Klimawandel. Daran arbeiten die zb. Die ganze Menschheit wird draufgehen wenn wir diesen Planeten niemals verlassen würden 
Jeder hat seine eigenen Prioritäten. Welthunger beseitigen ist unvorstellbar schwierig. Deswegen traut sich keiner",1.0
"Klimawandel in Kalifornien: Death Valley kratzt am Temperaturrekord - Kurzstudie kommt zum Ergebnis, dass die Hitzewelle in Amerika ohne den Klimawandel »nahezu unmöglich« wäre.",2.0
"Allgäuer Wälder leiden unter launenhaftem Sommerwetter: https://t.co/bnyqyzX8ij

#Staatsforsten #Klimawandel",1.0
"Die #Klimakrise wird für alle sicht- und fühlbarer, die Reaktionen darauf bleiben aber vollkommen unzureichend. NATURSTROM-Vorstand Tim Meyer fordert im @klimareport-Interview daher wirklich mutige Maßnahmen beim #Klimaschutz, die manche vielleicht sogar als radikal empfinden. https://t.co/LOlnMGYut1",1.0
"Auf dem Gebiet der kurdischen Autonomie­region im Nordirak wurde die Landwirtschaft erfunden. Heute legen Klimakrise, korrupte Politiker und Energie­hunger eine der fruchtbarsten Gegenden der Welt trocken. 

@RepublikMagazin von @BartVola &amp; @alasaleinad https://t.co/UfEyugnkLO",1.0
"Unser Klima-Tracker verzeichnet ein Rekordtief, wie unsere neueste Infografik zeigt. Dennoch ist der Fortschritt zu langsam: https://t.co/xGJOkIHV6r #Klimawandel #NettoNull",1.0
"#Waldschutz : Wie schützen wir unsere #Wälder als Verbündete gegen den #Klimawandel?
HEUTE um 18h45 Uhr laden  @anna_cavazzini &amp; ich Euch zum „Europa was geht?“ – im #InstaLive ein! 
Über Instagram könnt ihr dabei sein: 
https://t.co/BlDV4m9ymC
#EP #Banclearcut #Together4Forests https://t.co/TveIijTKJM",1.0
"Mit der Naturschutzabteilung,  dem #Wolfszentrum und Fachzentrum für #Klimawandel das @HLNUG eine umfassende Umweltbehörde! Glückwunsch 🎉 https://t.co/MPBKtlhAaE",1.0
"@g_vonlutzau Immer wenn man einen kalten Sommer oder einen eisigen Winter erlebt, heißt es, der Klimawandel ließe sich nicht an lokalen Temperatur Tiefs widerlegen. Sobald aber irgendwo neue Höchsttemperaturen gemessen werden, sind diese der ultimative Beleg für den globalen Klimawandel.",1.0
Klimawandel in Kalifornien: Death Valley kratzt am Temperaturrekord https://t.co/E77XZunMyr,1.0
"Kurz vor der Wahl gegründet, laute Parolen, nur heißer Klimawandel dahinter. Greenwashing und Nebelkerze.
Was die Union braucht, ist eine Auszeit - vielleicht fällt ihr dann ein, dass sie eine Politik betreibt, die 30 Jahre hinten dran ist.
#LaschetVerhindern #cduverhindern https://t.co/bDw7x9dQuJ",1.0
"Das hier ist der Realität der #Klimakrise.

Und im September entscheiden wir in #Deutschland, ob wir darauf jetzt endlich konsequent agieren, oder ob wir die Zeit, die wir nicht mehr haben, weiter mit den Nicht-Lösungen der Vergangenheit vergeuden. #btw21

https://t.co/LhKqXX32RB",1.0
"Für 93 Prozent der EU-Bürger ist der Klimawandel ein »ernstes« Problem. Angesichts dieses herausragenden Konsens bin ich mir sicher, dass die Gesellschaft bereit ist, ihr eigenes Konsumverhalten den Zielen des Klimaschutzes anzupassen. Mehr dazu in meinem Buch ICH BIN NICHT GRÜN https://t.co/WKbHIFXF5v",2.0
"Lauterbach ""Covid-Heulboje"",
Baerbock/die Grünen ""Frauenfeindlichkeits-""
+""Fremdenfeindlichkeits-Heulbojen"",
FFF ""Klimawandel-Heulbojen""

Unser Problem: Die Gesellschaft navigiert nur mit Hilfe von Heulbojen. https://t.co/ktjyTT8PI3",1.0
"Wer soziale Gerechtigkeit, eine Entlastung kleiner und mittlerer Einkommen, eine Investitionsoffensive und Klimagerechtigkeit will, hat nur eine Wahl: @dieLinke - ist doch klar ☀️

#linke #Klimawandel #Wahlprogramm https://t.co/ZApUDwVN9j",1.0
Klimawandel in Kalifornien: Death Valley kratzt am Temperaturrekord,1.0
"@AdmiralSchneid2 Lauterbach ""Covid-Heulboje""
Baerbock/die Grünen ""Frauenfeindlichkeits-""
+""Fremdenfeindlichkeits-Heulbojen"", FFF ""Klimawandel-Heulbojen""

Unser Problem: Die Gesellschaft navigiert nur mit Hilfe von Heulbojen.",1.0
"@Luisamneubauer Es ist auf Grund der zahlreichen Gründe, die ich aufgeführt habe, wichtig, dass nicht in einer Stadt in Deutschland, sondern weltweit zum gleichen Zeitpunkt Veranstaltungen stattfinden. Um für möglichst große Aufmerksamkeit hinsichtlich dem explodierenden Klimawandel zu sorgen.",1.0
"@FrauT18 @parents4future diese - zugegeben absurde - Argumentation wäre eigentlich um so mehr ein Grund, das Klima zu retten, wenn man konsequent ist. Wie stellt sich Maaßen ein friedliches Zusammenleben bei  &gt;4 C° Erderwärmung vor, wenn ganze Länder (z.T. auch in Europa) quasi unbewohnbar werden",1.0
"@polenz_r @watch_union Finanzkrise ✅
Pandemie ✅
Die beiden andern sind right-wing Erfindungen /Übertreibungen, um das eigene Narrativ zu platzieren. 
Was natürlich fehlt ist: Klimakrise

Ist aber bei #cdu nicht anders zu erwarten. 
#LaschetVerhindern",1.0
"@Hochseeangler1 @itsmealexiii @derspiegel Aha, dieser Regen im Schwarzwald verhindert also den Klimawandel oder, nur weil es einmal regnet, findet der Klimawandel nicht statt?",1.0
"@danielreitzig @beimwort @_axelmeyer @Die_Gruenen Ja gut, jetzt muss man natürlich sagen, Klimawandel ist ein rein grünes Thema. Sonst ist ja auch niemand davon betroffen.",1.0
"@beckshopboy @ZDFheute Fakt ist, dass es eine Extremsituation ist, die auf den allgemeinen Klimawandel zurückzuführen ist. Ob die Jetstream Situation nun ein einmaliges Wetterphänomen bleibt ist doch erstmal egal. Es beweist, dass sich extremes Wetter häuft.",1.0
#Laschetverhindern Umgang mit #Klimawandel: Reden wir doch mal über Armin #Laschet https://t.co/9SVeIP9eqz,1.0
"@El_Chapo_Monaco @_FriedrichMerz Oh. So schlimm? Da hab ich ja wieder den Richtigen rausgefischt. Also dann: Nutzen Sie seriöse (!) Quellen und nutzen Sie Ihr Gehirn. Und dann freu ich mich, wenn Sie - infolge Einsicht - gegen die #Erderwärmung und für #NoCovid tweeten. Danke.",1.0
"@BenAntRaho Es geht um die unglaubliche Ungerechtigkeit - kann man die leugnen!? - &amp; wie vollkommen ohne Kontext diese Superreichen (quasi ausschließlich weiße Männer) für ihre zerstörerischen Hobbies bejubelt werden, während Millionen Menschen (Großteils POC) durch die Klimakrise leiden.",1.0
"eine immer größer werdende Menge von Menschen: 

""Warum machen(!) wir eigentlich nichts gegen den #Klimawandel???""

eine leider immer noch sehr große Menge von Menschen:

#Servicetweet #KriseistJETZT https://t.co/vvwr8pUJX1",1.0
"@realPaulSchott @welt Ja, so heiß wie nie. Schuld an immer häufiger auftretenden Klimaextremen ist übrigens der Klimawandel.

Einfach mal das Handy ausmachen, ein Buch in die Hand nehmen, lesen und verstehen. Dann blamieren Sie sich in Zukunft auch weniger. 

Bedenken Sie: Das Internet vergisst nie….",1.0
"@polenz_r Interessiert mich genauso wenig wie #LaschetVerhindern Klausurnoten oder andere Kinkerlitzchen. Wer hat Antworten auf den Klimawandel und will diese auch umsetzen. Die Union will weiterhin den Kopf in den Sand stecken, und ihr superreiches Lobby Klientel bedienen. #NieMehrCDU",1.0
"Das Narrativ „das bedeutet Verzicht“ wird politisch als negatives Signal eingesetzt.
Dabei ist „Wir lassen uns nicht mehr von Werbung suggerieren, wir seien schlecht/unzulänglich/… und müssten uns temporäres Glück durch Konsum kaufen“ eine sehr positive Botschaft.
#Klimakrise",1.0
"„Es ist gerade mal zwei Jahre her, da wunderte sich derselbe Mann in einer Talkshow noch darüber, dass mit einem Mal ""aus irgendeinem Grund"" alle Welt über den #Klimawandel reden.“

Armin #Laschet: „Das weiß ich nicht"" | ZEIT ONLINE https://t.co/g8199vo3Q3",1.0
@VQuaschning Welche Klimakrise? Es ist eben Wetter. Was wir haben ist #Klimahysterie verbunden mit CO2 Abzocke,1.0
"Im Grunde reicht ein Blick nach oben, auf wochenlang hin- und herwabernde, monströse Wolkenformationen, um zu erkennen, dass längst etwas nicht mehr stimmt. #unübersehbar #Klimawandel",1.0
"Für alle die den Film noch nicht gesehen haben, kleiner Spoiler.. Klimawandel ist an allem Schuld. https://t.co/vcVn3tbSPX",1.0
"@Carl27682894 @TsiJulian @ZDFheute Und schon wieder. Der Klimawandel bedeutet nicht immer Erwärmung, er bedeutet aber beispielsweise das sich die Arktis enorm erwärmt, was extremen Einfluss auf unser Wetter hat. Wenn du dir das Thema in seiner Komplexität anschauen würdest, wäre jedem geholfen.",1.0
"Die Idee, die #Klimakrise sei ein Problem zu vieler Menschen, zu viel Produktion, zu viel Konsum ist ein hartnäckiger Irrtum. Wäre es so, könnten wir den Planeten abschreiben. Falsche Diagnosen führen zu falschen Therapien =&gt; Degrowth statt grüne industrielle Revolution #Thread https://t.co/mjuLtAf2kB",1.0
@Orchid05644140 @ole_kracht Weil dieses Ding mit dem Klimawandel und der Verbesserung der Gebäudedämmung son gemeinsames Ding is.,1.0
Positiv am Klimawandel: auf dem Bürgersteig vorm dem Besucherzentrum des Death Valley wurden ca. 80°C gemessen. Hier geht also Slow Cooking für z.B. Pulled Pork oder rosa Entenbrust ohne lästigen Ofen. https://t.co/qWxsniwRXe,1.0
"Ich sehe viel mehr tote Tiere am Straßenrand, als unter jedem #Windrad. Vielleicht doch lieber #AutosAbschaffen ?

#Autokorrektur #Verkehrswende #Klimakrise",1.0
"#Abstellgleis

1995 landete der #Klimawandel auf der politischen Agenda. Trotzdem begann man in 🇩🇪 mit der Demontage des ökologisch sinnvollsten Transportmittels.

https://t.co/dZ2iNyogWg",1.0
"Willkommen in der #Klimakrise!!

Wassermassen erwartet: Meteorologen warnen vor starken Regenfällen - ZDFheute https://t.co/OpxAXDLwug",2.0
"Die Zahl sogenannter „Todeszonen“ in den Weltmeeren steigt immer weiter. Der Sauerstoffgehalt in diesen Gebieten ist so gering, dass dort kaum oder kein Leben möglich ist.

 #Klimawandel #systemchangenotclimatechange #Todeszonen

https://t.co/Aih6MkHwVH",1.0
"@VARulle @Fischblog Die gesellschaftlichen Folgen der Klimakrise. Schieb mal gedanklich in Asien die bewohnbare Zone 100km nach Norden und zähle die besonnenen, friedlichen, befreundeten Länder durch (Pakistan, Indien, China, Russland) mit ihren Atomwaffen.",1.0
"@Nuklearia @hopaerik Und? Deutschland baute alle AKW ab. AKW, der Weg, weltweit den Klimawandel zu stoppen, od. wir werden alle Agrarstaaten. Dann furzen Kühe, Schweine, etc. geht also auch nicht. Merkels-Naiv-Energiewende, vs. ihr Wissen, Physikern, war der größte Reinfall",1.0
"Und? Deutschland baute alle AKW ab. AKW, der Weg, weltweit den Klimawandel zu stoppen, od. wir werden alle Agrarstaaten. Dann furzen Kühe, Schweine, etc. geht also auch nicht. Merkels-Naiv-Energiewende, vs. ihr Wissen, Physikern, war der größte Reinfall https://t.co/hQJYuiRaCZ",1.0
"@ZDFheute Ich habe Tausende von Euro an Klimaabgaben an der Tankstelle, vor allem in den letzten 200 Tagen, bezahlt. Deshalb ist der Klimawandel jetzt gestoppt. Alles ist gut, keine Panik!",1.0
"@watch_union Naja plus die Krise, dass es die #noafd gibt plus #Klimakrise. Aber klar, das sind halt Krisen, die die #CDU maßgeblich herbeigeführt hat, die jetzt als Entschuldigung zu nehmen, wäre natürlich falsch.",1.0
"@welt Meine Pizza ist abgebrannt, scheiß Klimawandel.",1.0
"@virturia @heutejournal Wetter ist nicht Klima. Das als erstes. Und zweitens gibt es keine ""Klimakrise"". Diese lächerliche Propaganda muss nicht sein.",1.0
"@derspiegel Es ist absolut absurd und lächerlich das Death Valley als Beispiel für Hitzerekorde zu nehmen! Das Death Valley ist schon seit Jahrunderten einer der heissesten Punkte der Erde. 1913: 56,7 Grad. Ganz ohne Klimakrise. #klimaschutz #journalismus",1.0
"@Leitz_1 Ganz genau. Klimawandel und globale Erwärmung auch nicht. 
Und die Erde ist eine Scheibe.",1.0
"@RolandTichy Also würden sie sich wirklich für den Klimawandel interessieren, würden sie sich nicht wegen mangelnder Diversität auflösen. Dies Personen geht es nur um mediales Aufsehen.",1.0
"Der Klimawandel ist kein Problem, was exklusiv ""nachfolgende Generationen"" betrifft. Auch allen jetzt lebenden Menschen wäre geholfen, wenn der aktuelle Zustand nicht ungebremst verschlimmert wird. #KlimakriseISTjetzt https://t.co/OjjY71iYJZ",1.0
"@lancelott2 Ohne den Klimawandel abstreiten zu wollen, das Wetter in Deutschland ist aber ein ganz schlechtes Beispiel. Anstatt die Klimawandel bedingte Dürre, regnet es hier seit zwei Wochen fast durchgehend.",1.0
"Wissenschaftler so: Hitze in diesen Breiten beschleunigt den Klimawandel und fordert mittelfristig Millionen Menschenleben

Menschen so: https://t.co/blm6yPNdlV",1.0
"#Laschet und #Klimapolitik. Bestimmt von Wissenschaftsleugnung und industriellen Interessen. Ein solcher Kanzler wäre für die Zukunft Deutschlands regelrecht gefährlich.

#Klimakrise https://t.co/dHVzGulKFL",1.0
"@Fischblog Wenn der Klimawandel nur der LHC der Geowissenschaften ist, was kommt dann als Entsprechung zum https://t.co/PDLmBLAOOv? 😱",1.0
So so. Nicht die Summe aller Umweltbedingungen prägt den Menschen? Was ist denn jetzt auf einmal aus der ständig bewarnten “Klimahitze” und der “Klimadürre” geworden? Man liest ja so gar nichts mehr im Mainstream. Macht der Klimawandel etwa Urlaub am Strand 🏝? 🥳 https://t.co/Jp6rVGH3Zy,2.0
"Wer #Artenschutz und #Energiewende gegeneinander ausspielt, will nicht begreifen, dass die Biodiversitätskrise unsere Zukunft nicht minder bedroht als die #Klimakrise. Und nur beides zusammen gelöst werden kann.  https://t.co/xuWhSwUF9g  https://t.co/H56i40YeAI",2.0
"Generell sollten die #Klimaleugner Mal auf das Wetter in der Welt schauen.

Es geht jetzt los mit dem #Klimawandel.",1.0
@PiercedBiGuy @ZDFheute Ach und außerdem: nirgendwo im Artikel steht irgendwas von Klimawandel als Ursache.,1.0
"""Neuer Hitzerekord im Death Valley. die hatten am 11.7.2021 42°C""
""Pa, hatten wir am 25. Juli 2019 in Duisburg-Baerl auch.""
""Nachts""
""...""

#Klimakrise https://t.co/Q9uRdzIYGA",1.0
"Die Klimakrise ist in vollem Gange, die vierte Welle rollt auf uns zu, jedes 5. Kind lebt hierzulande in Armut. Und die Union hat keine Konzepte dagegen. 

Aber hey, lass mal Springerpresse spielen und davon ablenken und aus Mücken Elefanten machen, wenn es um #Baerbock geht.",1.0
@KeilaniFatina Ich finde es wichtig festzuhalten dass leider/Gottseidank der Klimawandel (der tatsächlich da ist) eine sehr langsame leider aber auch sehr mächtige Angelegenheit ist. Es geht über Jahrhunderte/Tausende. Wir haben also genug Zeit uns anzupassen. Degrowth ist der falsche Weg.,1.0
"Armin #Laschet würde uns einen Zeitverlust beim Kampf gegen die #Klimakrise bescheren, der für uns und die Welt fatale Folgen haben wird.",1.0
@lothenon @ChristophBeisl1 Langsam müssten auch Andere merken was Klimawandel bedeutet: Völlig unberechenbares Wetter. Wie soll unter diesen Voraussetzungen noch Landwirtschaft funktionieren?,1.0
@VQuaschning Die Realität holt gerade die Prognosen der Wissenschaft ein. #Klimakrise ist jetzt.,1.0
"Immer häufiger ist von einem Umbruchsjahrzehnt für die deutsche Wirtschaft die Rede. Der #Klimawandel, die #Digitalisierung und die Transformation der Arbeitswelt stellen insbesondere den #Mittelstand, vor #Herausforderungen. 

Die Studie herunterladen: https://t.co/69a4eFk1Cf https://t.co/o7hvnUtLgS",1.0
@presenttiming es liegt vermutlich nicht am Klimawandel 🙈… bitte aufwachen!,1.0
Seh auch nicht warum man sich politisch mit Klimawandel auseinandersetzen sollte https://t.co/hZWm63aaot,1.0
ey @elonmusk bau mal anti-klimawandel-apparat,1.0
"Der Klimawandel ist quasi der LHC der Geowissenschaften: wir pumpen ganz viel Energie rein, gucken danach genau hin, wie uns das Ergebnis um die Ohren fliegt und lernen total viel drüber, wie die Welt funktioniert.

Irgendwie schon auch sehr cool. https://t.co/HhqDA0YQau",1.0
"@johnny_raccoon Nicht nur das. Die beiden haben auch so absurd viel Geld, sie könnten den Klimawandel aufhalten.",1.0
"bin verwirrt. aber ok.
fußballfans haben natürlich nichts mit fußball zu tun.
weder merkel noch maaßen stehen für die politik der cdu.
wetterextreme und menschengemachter klimawandel hängen überhaupt nicht zusammen...

am ende haben worte auch gar nix mit taten zu tun. 😱",1.0
Wie tut man wirklich etwas gegen den Klimawandel? Man Sorgt direkt dafür dass die Rodung des Regenwaldes gestoppt wird und pflanzt Bäume! Alles andere ist Bullshit liebe @Luisamneubauer,0.0
"Wahnsinn. Neuer historischer Temperaturrekord:
Temperatur in Death Valley, USA erreicht 42°C und das nachts! Wohl dem, der eine Autopanne hat, bei der die Klimaanlage ausfällt.
Und bei uns gibt es immer noch Menschen und Politiker:innen, die die #Klimakrise nicht ernst nehmen. https://t.co/5ONWivDwbB",2.0
#Klimawandel: Alle wandern zu den Polen. Auch der #Kugelfisch. https://t.co/mPovhReTdb,1.0
